gvkey	gvkey_old	conm	tic	cusip	cik	sic	naics	LINKPRIM	LIID	LINKTYPE	LPERMNO	LPERMCO	LINKDT	LINKENDDT	ticker
35814	35814	BIOMX INC	PHGE	09090D301	1739174	2836	325414.0	P	01	LC	18419	56597	2019-10-29	E	phge
35814	35814	BIOMX INC	PHGE	09090D301	1739174	2836	325414.0	P	01	LC	18419	56597	2019-10-29	E	phge-un
35814	35814	BIOMX INC	PHGE	09090D301	1739174	2836	325414.0	P	01	LC	18419	56597	2019-10-29	E	phge-wt
35832	35832	EHANG HOLDINGS LIMITED	EH	26853E102	1759783	3721	336411.0	P	90	LC	19134	56970	2019-12-12	E	eh
35833	35833	ECMOHO LTD -ADS	MOHOY	27888P104	1763197	5961	454110.0	P	90	LC	19075	56951	2019-11-08	2023-03-03	moho
35836	35836	I-MAB	IMAB	44975P103	1778016	2836	325414.0	P	90	LC	19193	57003	2020-01-17	E	imab
35837	35837	CANAAN INC	CAN	134748102	1780652	3674	334413.0	P	90	LC	19065	56937	2019-11-21	E	can
35850	35850	VENUS CONCEPT INC	VERO	92332W303	1409269	3845	334510.0	P	01	LC	16987	56097	2019-11-08	E	vero
35852	35852	ADAPTHEALTH CORP	AHCO	00653Q102	1725255	5047	423450.0	P	01	LC	17684	56269	2019-11-11	E	ahco
35858	35858	ONECONNECT FINANCIAL	OCFT	68248T204	1780531	7370	519290.0	P	90	LC	19113	56964	2019-12-13	E	ocft
35867	35867	BROADMARK REALTY CAPITAL INC	BRMK	11135B100	1784797	6798	525990.0	P	01	LC	19033	56925	2019-11-15	2023-05-31	brmk
35867	35867	BROADMARK REALTY CAPITAL INC	BRMK	11135B100	1784797	6798	525990.0	P	01	LC	19033	56925	2019-11-15	2023-05-31	brmk-wt
35868	35868	BILL HOLDINGS INC	BILL	090043100	1786352	7370	518210.0	P	01	LC	19084	56959	2019-12-12	E	bill
35874	35874	REYNOLDS CONSUMER PRODUCTS	REYN	76171L106	1786431	2673	3222.0	P	01	LC	19178	56994	2020-01-31	E	reyn
35880	35880	BETTERWARE DE MEXICO S A P	BWMX	P1666E105	1788257	5961	455.0	P	01	LC	19309	57049	2020-03-13	E	bwmx
35881	35881	XP INC	XP	G98239109	1787425	6211	523150.0	P	01	LC	19148	56982	2019-12-11	E	xp
35890	35890	GENETRON HOLD LTD -ADS	GTH	37186H209	1782594	2836	325414.0	P	90	LC	19477	57120	2020-06-19	2024-04-30	gth
35894	35894	DRAGANFLY INC	DPRO	26142Q304	1786286	3829	334519.0	P	01	LC	21712	58560	2021-07-30	E	dpro
35909	35909	KALEYRA INC	KLR	483379202	1719489	7370	518210.0	P	01	LC	17245	56192	2019-11-26	2023-10-04	klr
35909	35909	KALEYRA INC	KLR	483379202	1719489	7370	518210.0	P	01	LC	17245	56192	2019-11-26	2023-10-04	klr-wt
35922	35922	SPROUT SOCIAL INC	SPT	85209W109	1517375	7370	518210.0	P	01	LC	19145	56980	2019-12-13	E	spt
35957	35957	TRIPLE FLAG PRECIOUS METALS	TFPM	89679M104	1829726	1040	212220.0	P	01	LC	23304	59367	2022-08-30	E	tfpm
35957	35957	TRIPLE FLAG PRECIOUS METALS	TFPM	89679M104	1829726	1040	212220.0	P	01	LC	23304	59367	2022-08-30	E	trfpf
35967	35967	SADOT GROUP INC	SDOT	627333305	1701756	100	1111.0	P	01	LC	19233	57025	2020-02-13	E	gril
35978	35978	ARCONIC CORP	ARNC	03966V107	1790982	3350	3313.0	P	01	LC	19283	57034	2020-04-01	2023-08-31	arnc
35982	35982	IMMUNOVANT INC	IMVT	45258J102	1764013	2836	325414.0	P	01	LC	18776	56742	2019-12-19	E	imvt
35993	35993	BROOGE ENERGY LIMITED	BROG	G1611B107	1774983	5171	424710.0	P	01	LC	17978	56425	2019-12-23	E	brog
35993	35993	BROOGE ENERGY LIMITED	BROG	G1611B107	1774983	5171	424710.0	P	01	LC	17978	56425	2019-12-23	E	brogw
35994	35994	MOLECULAR DATA INC -ADS	MKDTY	60852L205	1758736	5961	454110.0	P	90	LC	19141	56977	2019-12-30	E	mkdty
35994	35994	MOLECULAR DATA INC -ADS	MKDTY	60852L205	1758736	5961	454110.0	P	90	LC	19141	56977	2019-12-30	E	mkd
36003	36003	OBLONG INC	OBLG	674434303	746210	7370	518210.0	P	01	LC	81761	13783	2019-12-01	E	oblg
36003	36003	OBLONG INC	OBLG	674434303	746210	7370	518210.0	C	01	LC	81761	13783	2019-10-31	2019-11-30	oblg
36016	36016	GREENROSE HLDG CO INC (THE)	GNRSQ	395392103	1790665	2833	325411.0	C	02	LC	19399	57024	2020-05-11	E	gnrs
36016	36016	GREENROSE HLDG CO INC (THE)	GNRSQ	395392103	1790665	2833	325411.0	C	02	LC	19399	57024	2020-05-11	E	gnrsu
36016	36016	GREENROSE HLDG CO INC (THE)	GNRSQ	395392103	1790665	2833	325411.0	C	02	LC	19399	57024	2020-05-11	E	gnrsw
36025	36025	1LIFE HEALTHCARE INC	ONEM	68269G107	1404123	8011	621112.0	P	01	LC	19177	56993	2020-01-31	2023-02-28	onem
36037	36037	AMERICAN STRATEGIC INVEST CO	NYC	649439304	1595527	6512	531120.0	P	01	LC	19602	57209	2020-08-18	E	nyc
36048	36048	SOUND GROUP INC -ADR	SOGP	53933L203	1783407	7370	519290.0	P	90	LC	19195	57004	2020-01-17	E	lizi
36049	36049	PPD INC	PPD	69355F102	1793294	8731	541714.0	P	01	LC	19199	14304	2020-02-06	2021-12-31	
36050	36050	CASPER SLEEP INC	CSPR	147626105	1598674	2510	337910.0	P	01	LC	19202	57010	2020-02-06	2022-01-31	
36051	36051	SCHRODINGER INC	SDGR	80810D103	1490978	7372	513210.0	P	01	LC	19200	57007	2020-02-06	E	sdgr
36053	36053	NEXPOINT REAL EST FIN	NREF	65342V101	1786248	6798	525990.0	P	01	LC	19225	57015	2020-02-07	E	nref
36053	36053	NEXPOINT REAL EST FIN	NREF	65342V101	1786248	6798	525990.0	P	01	LC	19225	57015	2020-02-07	E	nref-pa
36054	36054	PHOENIX TREE HOLD -ADS	DNK	719156101	1785154	6513	531110.0	P	90	LC	19168	56988	2020-01-17	2021-03-31	
36061	36061	ATOTECH LIMITED	ATC	G0625A105	1762459	2890	325.0	P	01	LC	20560	57887	2021-02-04	2022-08-31	
36083	36083	REVOLUTION MEDICINES INC	RVMD	76155X100	1628171	2836	325414.0	P	01	LC	19201	57008	2020-02-13	E	rvmd
36084	36084	FATHOM HOLDINGS INC	FTHM	31189V109	1753162	6531	531210.0	P	01	LC	19555	57172	2020-07-31	E	fthm
36133	36133	CRESCENT CAPITAL BDC INC	CCAP	225655109	1633336	6797	523910.0	P	01	LC	19229	57020	2020-02-03	E	ccap
36140	36140	PASSAGE BIO INC	PASG	702712100	1787297	2836	325414.0	P	01	LC	19251	57030	2020-02-28	E	pasg
36153	36153	AMMO INC	POWW	00175J107	1015383	3480	33299.0	P	01	LC	85399	15711	2020-12-01	E	poww
36153	36153	AMMO INC	POWW	00175J107	1015383	3480	33299.0	P	01	LC	85399	15711	2020-12-01	E	powwp
36175	36175	VERTIV HOLDINGS CO	VRT	92537N108	1674101	3679	335999.0	P	01	LC	17987	56432	2020-02-10	E	vrt
36180	36180	PAE INC	PAE	69290Y109	1720821	8700	5419.0	P	01	LC	18202	56522	2020-02-11	2022-02-28	
36190	36190	OTIS WORLDWIDE CORP	OTIS	68902V107	1781335	3530	333921.0	P	01	LC	19286	57037	2020-04-03	E	otis
36191	36191	CARRIER GLOBAL CORP	CARR	14448C104	1783180	3585	333415.0	P	01	LC	19285	57036	2020-04-03	E	carr
36193	36193	AZEK COMPANY INC (THE)	AZEK	05478C105	1782754	2430	32191.0	P	01	LC	19409	57095	2020-06-12	E	azek
36203	36203	VONTIER CORP	VNT	928881101	1786842	3829	334519.0	P	01	LC	19807	57315	2020-10-09	E	vnt
36204	36204	ENLIVEN THERAPEUTICS INC	ELVN	29337E102	1672619	2834	325412.0	P	01	LC	19313	57052	2020-03-12	E	imra
36206	36206	ALTA EQUIPMENT GROUP INC	ALTG	02128L106	1759824	5080	4238.0	P	01	LC	18514	56692	2020-02-18	E	altg
36206	36206	ALTA EQUIPMENT GROUP INC	ALTG	02128L106	1759824	5080	4238.0	P	01	LC	18514	56692	2020-02-18	E	altg-pa
36211	36211	CHEER HOLDING INC	CHR	G39973204	1738758	7822	512120.0	P	01	LC	18129	56493	2020-02-19	E	gsmg
36211	36211	CHEER HOLDING INC	CHR	G39973204	1738758	7822	512120.0	P	01	LC	18129	56493	2020-02-19	E	gsmgw
36234	36234	SELECTQUOTE INC	SLQT	816307300	1794783	6411	524210.0	P	01	LC	19357	57071	2020-05-21	E	slqt
36235	36235	MOVING IMAGE TECHNOLOGIS INC	MITQ	62464R109	1770236	3861	333310.0	P	01	LC	21664	58525	2022-06-30	E	mitq
36236	36236	INARI MEDICAL INC	NARI	45332Y109	1531048	3841	339112.0	P	01	LC	19358	57072	2020-05-22	E	nari
36237	36237	ONCOLOGY INSTITUTE INC (THE)	TOI	68236X100	1799191	8011	621111.0	P	03	LC	19397	57051	2020-05-01	E	toi
36237	36237	ONCOLOGY INSTITUTE INC (THE)	TOI	68236X100	1799191	8011	621111.0	P	03	LC	19397	57051	2020-05-01	E	toiiw
36260	36260	PULMONX CORP	LUNG	745848101	1127537	3841	339112.0	P	01	LC	19979	57449	2020-10-01	E	lung
36263	36263	ACCOLADE INC	ACCD	00437E102	1481646	8090	621999.0	P	01	LC	19496	57136	2020-07-02	E	accd
36264	36264	ORIC PHARMACEUTICALS	ORIC	68622P109	1796280	2836	325414.0	P	01	LC	19353	57068	2020-04-24	E	oric
36273	36273	PROCORE TECHNOLGY INC	PCOR	74275K108	1611052	7370	518210.0	P	01	LC	21237	58267	2021-05-20	E	pcor
36288	36288	MIND MEDICINE MINDMED INC	MNMD	60255C885	1813814	2834	325412.0	P	01	LC	21077	58211	2021-04-27	E	mnmd
36293	36293	GRID DYNAMICS HOLDGS INC	GDYN	39813G109	1743725	7370	54151.0	P	01	LC	18192	56558	2020-03-06	E	gdyn
36299	36299	E2OPEN PARENT HOLDINGS INC	ETWO	29788T103	1800347	7370	518210.0	P	03	LC	19454	57063	2020-06-15	E	etwo
36299	36299	E2OPEN PARENT HOLDINGS INC	ETWO	29788T103	1800347	7370	518210.0	P	03	LC	19454	57063	2020-06-15	E	etwo-wt
36300	36300	LYRA THERAPEUTICS INC	LYRA	55234L105	1327273	3841	339112.0	P	01	LC	19402	57089	2020-05-01	E	lyra
36309	36309	SPHERE ENTERTAINMENT CO	SPHR	55826T102	1795250	4841	516210.0	P	01	LC	19316	57056	2020-04-20	E	msge
36329	36329	INTERNATIONAL GEN INS HL LTD	IGIC	G4809J106	1794338	6331	524126.0	P	01	LC	17696	56304	2020-03-18	E	igic
36329	36329	INTERNATIONAL GEN INS HL LTD	IGIC	G4809J106	1794338	6331	524126.0	P	01	LC	17696	56304	2020-03-18	E	igicw
36330	36330	LI AUTO INC	LI	50202M102	1791706	3711	336110.0	P	90	LC	19564	57178	2020-07-30	E	li
36330	36330	LI AUTO INC	LI	50202M102	1791706	3711	336110.0	P	90	LC	19564	57178	2020-07-30	E	laaof
36333	36333	LUMOS PHARMA INC	LUMO	55028X109	1126234	2836	325414.0	P	01	LC	13111	53935	2020-03-19	2024-12-31	lumo
36357	36357	CROWN ELECTROKINETICS CORP	CRKN	228339503	1761696	1623	237130.0	P	01	LC	20422	57723	2021-01-26	E	crkn
36394	36394	LANTERN PHARMA INC	LTRN	51654W101	1763950	2836	325414.0	P	01	LC	19479	57123	2020-06-11	E	ltrn
36395	36395	KINGSOFT CLOUD HOLDINGS LTD	KC	49639K101	1795589	7370	518210.0	P	90	LC	19400	57088	2020-05-08	E	kc
36399	36399	POLISHED.COM INC	POLCQ	28252C208	1810140	5961	449210.0	P	01	LC	19515	57149	2020-07-31	2024-02-29	pol
36399	36399	POLISHED.COM INC	POLCQ	28252C208	1810140	5961	449210.0	P	01	LC	19515	57149	2020-07-31	2024-02-29	pol-wt
36404	36404	DRAFTKINGS INC	DKNG	26142V105	1883685	7990	713290.0	P	01	LC	18835	56738	2020-04-24	E	dkng
36444	36444	UCLOUDLINK GR INC -ADR	UCL	90354D104	1775898	4899	517112.0	P	90	LC	19492	57133	2020-06-10	E	ucl
36463	36463	ALIGHT INC	ALIT	01626W101	1809104	7374	518210.0	P	06	LC	21617	58517	2021-08-01	E	alit
36463	36463	ALIGHT INC	ALIT	01626W101	1809104	7374	518210.0	J	06	LC	21617	58517	2021-07-06	2021-07-31	alit
36463	36463	ALIGHT INC	ALIT	01626W101	1809104	7374	518210.0	P	02	LC	19519	57076	2020-07-17	2021-07-02	alit
36471	36471	BURNING ROCK BIOTECH LIMITED	BNR	12233L206	1792267	2835	325413.0	P	90	LC	19464	57113	2020-06-12	E	bnr
36474	36474	ROYALTY PHARMA PLC	RPRX	G7709Q104	1802768	2834	325412.0	P	01	LC	19490	57131	2020-06-16	E	rprx
36477	36477	DADA NEXUS LIMITED	DADA	23344D108	1793862	5960	455.0	P	90	LC	19470	57116	2020-06-05	E	dada
36482	36482	LEGEND BIOTEC COR -ADR	LEGN	52490G102	1801198	2836	325414.0	P	90	LC	19478	57122	2020-06-05	E	legn
36494	36494	SHIFT4 PAYMENTS INC	FOUR	82452J109	1794669	7389	522320.0	P	01	LC	19404	57092	2020-06-05	E	four
36500	36500	PRESIDIO PROPERTY TRUST INC	SQFT	74102L303	1080657	6798	531120.0	P	01	LC	19858	57373	2020-10-08	E	sqft
36500	36500	PRESIDIO PROPERTY TRUST INC	SQFT	74102L303	1080657	6798	531120.0	P	01	LC	19858	57373	2020-10-08	E	sqftp
36500	36500	PRESIDIO PROPERTY TRUST INC	SQFT	74102L303	1080657	6798	531120.0	P	01	LC	19858	57373	2020-10-08	E	sqftw
36512	36512	VROOM INC	VRM	92918V307	1580864	7370	519290.0	P	01	LC	19408	57094	2020-06-09	E	vrm
36515	36515	ATLAS TECHNICAL CONSULTANTS	ATCX	049430101	1751143	8700	541.0	P	01	LC	18357	56586	2020-05-01	2023-04-28	atcx
36515	36515	ATLAS TECHNICAL CONSULTANTS	ATCX	049430101	1751143	8700	541.0	N	01	LC	18357	56586	2020-02-28	2020-04-30	atcx
36515	36515	ATLAS TECHNICAL CONSULTANTS	ATCX	049430101	1751143	8700	541.0	C	01	LC	18357	56586	2020-02-18	2020-02-27	atcx
36530	36530	DOGWOOD THERAPEUTICS INC	DWTX	92829J203	1818844	2836	325414.0	P	01	LC	20331	57663	2020-12-17	E	viri
36535	36535	AYRO INC	AYRO	054748207	1086745	3711	336110.0	P	01	LC	90640	46446	2020-05-29	E	ayro
36550	36550	ACCEL ENTERTAINMENT INC	ACEL	00436Q106	1698991	7990	713.0	P	01	LC	16874	55976	2020-06-01	E	acel
36550	36550	ACCEL ENTERTAINMENT INC	ACEL	00436Q106	1698991	7990	713.0	N	01	LC	16874	55976	2019-11-29	2020-05-31	acel
36550	36550	ACCEL ENTERTAINMENT INC	ACEL	00436Q106	1698991	7990	713.0	C	01	LC	16874	55976	2019-11-21	2019-11-28	acel
36555	36555	FORMA THERA HOLDIN INC	FMTX	34633R104	1538927	2836	325414.0	P	01	LC	19410	57096	2020-06-19	2022-10-31	fmtx
36557	36557	SYSTEM1 INC	SST	87200P109	1805833	7370	519290.0	P	05	LC	19616	57107	2020-08-07	E	sst
36557	36557	SYSTEM1 INC	SST	87200P109	1805833	7370	519290.0	P	05	LC	19616	57107	2020-08-07	E	sst-wt
36559	36559	DOUBLEDOWN INTERACTIVE CO	DDI	25862B109	1799567	7372	511210.0	P	90	LC	21838	58658	2021-08-31	E	ddi
36565	36565	NIKOLA CORP	NKLAQ	654110303	1731289	3711	336120.0	P	01	LC	17907	56382	2020-06-04	E	nkla
36569	36569	QUHUO LIMITED	QH	74841Q209	1781193	7389	561499.0	P	90	LC	19569	57186	2020-07-10	E	qh
36570	36570	AGORA INC	API	00851L103	1802883	7370	518210.0	P	90	LC	19463	57111	2020-06-26	E	api
36598	36598	OPEN LENDING CORP	LPRO	68373J104	1806201	7323	561450.0	P	01	LC	17367	56235	2020-06-11	E	lpro
36600	36600	VAXCYTE INC	PCVX	92243G108	1649094	2836	325414.0	P	01	LC	19484	57126	2020-06-12	E	pcvx
36609	36609	FORTE BIOSCIENCES INC	FBRX	34962G208	1419041	2836	325414.0	P	01	LC	16681	55921	2020-06-16	E	fbrx
36613	36613	FS KKR CAPITAL CORP II	FSKR	35952V303	1525759	6797	523910.0	P	01	LC	19435	57101	2020-06-17	2021-07-30	
36616	36616	BLUECITY HOLDI LI -ADR	BLCT	09610L106	1791278	7370	519130.0	P	90	LC	19548	57167	2020-07-08	2022-08-31	
36619	36619	BIORA THERAPEUTICS INC	BIORQ	74319F404	1580063	2836	325414.0	P	01	LC	19486	57128	2020-06-19	2024-12-10	bior
36633	36633	EASTERN BANKSHARES INC	EBC	27627N105	1810546	6020	522110.0	P	01	LC	19854	57369	2020-10-15	E	ebc
36635	36635	GOHEALTH INC	GOCO	38046W204	1808220	6411	524210.0	P	01	LC	19500	57139	2020-07-15	E	goco
36636	36636	TREAN INSURANCE GR INC	TIG	89457R101	1801754	6331	524126.0	P	01	LC	19572	57189	2020-07-16	2023-04-28	tig
36641	36641	RACKSPACE TECHNOLO INC	RXT	750102105	1810019	7370	518210.0	P	01	LC	19576	57193	2020-08-05	E	rxt
36660	36660	PHENOMEX INC	CELL	084310101	1689657	2836	325414.0	P	01	LC	19504	57141	2020-07-17	2023-10-31	bli
36678	36678	GELESIS HOLDINGS INC	GLSHQ	36850R204	1805087	2836	325414.0	C	03	LC	19586	57147	2020-08-24	2023-04-10	gls
36678	36678	GELESIS HOLDINGS INC	GLSHQ	36850R204	1805087	2836	325414.0	C	03	LC	19586	57147	2020-08-24	2023-04-10	gls-wt
36679	36679	ITEOS THERAPEUTICS INC	ITOS	46565G104	1808865	2836	325414.0	P	01	LC	19560	57176	2020-07-24	E	itos
36692	36692	LEMONADE INC	LMND	52567D107	1691421	6331	524126.0	P	01	LC	19497	57137	2020-07-02	E	lmnd
36701	36701	HALL OF FAME RESORT & ENT CO	HOFV	40619L201	1708176	7900	711310.0	P	01	LC	17361	56232	2020-07-02	E	hofv
36701	36701	HALL OF FAME RESORT & ENT CO	HOFV	40619L201	1708176	7900	711310.0	P	01	LC	17361	56232	2020-07-02	E	hofvw
36711	36711	NCINO INC	NCNO	63947X101	1902733	7370	518210.0	P	01	LC	19565	57180	2020-07-14	E	ncno
36717	36717	JAMF HOLDING CORP	JAMF	47074L105	1721947	7370	518210.0	P	01	LC	19505	57142	2020-07-22	E	jamf
36718	36718	MONTROSE ENV GROUP INC	MEG	615111101	1643615	8734	541380.0	P	01	LC	19534	57152	2020-07-23	E	meg
36720	36720	VASTA PLATFORM LTD	VSTA	G9440A109	1792829	8200	611110.0	P	01	LC	19574	57191	2020-08-31	E	vsta
36722	36722	ROCKET COS INC	RKT	77311W101	1805284	6162	522292.0	P	01	LC	19577	57194	2020-08-06	E	rkt
36726	36726	VITAL FARMS INC	VITL	92847W103	1579733	2015	311999.0	P	01	LC	19541	57161	2020-07-31	E	vitl
36728	36728	OAK STREET HEALTH INC	OSH	67181A107	1564406	8000	621.0	P	01	LC	19605	57212	2020-08-06	2023-05-31	osh
36735	36735	KUBIENT INC	KBNT	50116V107	1729750	7370	519290.0	P	01	LC	19640	57245	2020-08-12	E	kbnt
36735	36735	KUBIENT INC	KBNT	50116V107	1729750	7370	519290.0	P	01	LC	19640	57245	2020-08-12	E	kbntw
36748	36748	DIGITAL MEDIA SOLUTIONS INC	DMSLQ	25401G403	1725134	7310	5418.0	P	01	LC	17781	56261	2020-07-16	2023-09-25	dms
36748	36748	DIGITAL MEDIA SOLUTIONS INC	DMSLQ	25401G403	1725134	7310	5418.0	P	01	LC	17781	56261	2020-07-16	2023-09-25	dms-wt
36754	36754	BIGCOMMERCE HOLDIN INC	BIGC	08975P108	1626450	7370	518210.0	P	01	LC	19575	57192	2020-08-05	E	bigc
36757	36757	ACUTUS MEDICAL INC	AFIB	005111109	1522860	3841	339112.0	P	01	LC	19619	57223	2020-08-06	E	afib
36777	36777	NETSTREIT CORP	NTST	64119V303	1798100	6798	531120.0	P	01	LC	19601	57208	2020-08-13	E	ntst
36788	36788	DUCK CREEK TECHNOL INC	DCT	264120106	1160951	7370	518210.0	P	01	LC	19578	57195	2020-08-14	2023-03-31	dct
36790	36790	BROOKFIELD RENEWABLE CORP	BEPC	11285B108	1791863	4911	2211.0	P	01	LC	19514	57146	2020-07-24	E	bepc
36798	36798	KE HOLDINGS INC	BEKE	482497104	1809587	6531	531210.0	P	90	LC	19598	57207	2020-08-13	E	beke
36799	36799	TRANSPHORM INC	TGAN	89386L100	1715768	3674	334413.0	P	01	LC	22802	59198	2022-02-22	2024-06-28	tgan
36826	36826	AMERICAN OUTDOOR BRANDS	AOUT	02875D109	1808997	3949	339920.0	P	01	LC	19579	57196	2020-08-25	E	aout
36828	36828	CUREVAC N.V.	CVAC	N2451R105	1809122	2836	325414.0	P	01	LC	19623	57230	2020-08-14	E	cvac
36847	36847	HARMONY BIOSC HOLD INC	HRMY	413197104	1802665	2834	325412.0	P	01	LC	19635	57241	2020-08-19	E	hrmy
36853	36853	MAXEON SOLAR TECHNOLOGIES	MAXN	Y58473128	1796898	3674	334413.0	P	01	LC	19584	57200	2020-08-27	E	maxn
36857	36857	NANO X IMAGING LTD	NNOX	M70700105	1795251	3844	334517.0	P	01	LC	19647	57250	2020-08-21	E	nnox
36885	36885	OUTSET MEDICAL INC	OM	690145206	1484612	3845	334510.0	P	01	LC	19653	57254	2020-09-15	E	om
36896	36896	SUMO LOGIC INC	SUMO	86646P103	1643269	7370	518210.0	P	01	LC	19660	57261	2020-09-17	2023-05-31	sumo
36897	36897	HIGHPEAK ENERGY INC	HPK	43114Q105	1792849	1311	2111.0	P	01	LC	19632	57240	2020-08-24	E	hpk
36897	36897	HIGHPEAK ENERGY INC	HPK	43114Q105	1792849	1311	2111.0	P	01	LC	19632	57240	2020-08-24	E	hpkew
36898	36898	UNITY SOFTWARE INC	U	91332U101	1810806	7372	513210.0	P	01	LC	19794	57313	2020-09-18	E	u
36902	36902	VITRU BRASIL EMPREENDIMENTOS	VTRU	G9440D103	1805012	8200	611.0	P	01	LC	19848	57366	2020-09-18	2024-06-28	vtru
36910	36910	PALANTIR TECHNOLOG INC	PLTR	69608A108	1321655	7370	519130.0	P	01	LC	19788	57309	2020-09-30	E	pltr
36929	36929	LENSAR INC	LNSR	52634L108	1320350	3845	334510.0	P	01	LC	19680	57326	2020-10-02	E	lnsr
36945	36945	JFROG LTD	FROG	M6191J100	1800667	7372	513210.0	P	01	LC	19656	57257	2020-09-16	E	frog
36950	36950	AMERICAN WELL CORP	AMWL	03044L204	1393584	7370	518210.0	P	01	LC	19657	57258	2020-09-17	E	amwl
36964	36964	ASANA INC	ASAN	04342Y104	1477720	7370	518210.0	P	01	LC	19746	57296	2020-09-30	E	asan
36965	36965	GRAB HOLDINGS LIMITED	GRAB	G4124C109	1855612	4210	492210.0	P	03	LC	22558	59080	2021-12-02	E	grab
36965	36965	GRAB HOLDINGS LIMITED	GRAB	G4124C109	1855612	4210	492210.0	P	03	LC	22558	59080	2021-12-02	E	grabw
36965	36965	GRAB HOLDINGS LIMITED	GRAB	G4124C109	1855612	4210	492210.0	P	03	LC	20279	57422	2020-12-01	2021-12-01	grab
36965	36965	GRAB HOLDINGS LIMITED	GRAB	G4124C109	1855612	4210	492210.0	P	03	LC	20279	57422	2020-12-01	2021-12-01	grabw
36967	36967	BROADSTONE NET LEASE INC	BNL	11135E203	1424182	6798	531120.0	P	01	LC	19658	57259	2020-09-17	E	bnl
36973	36973	PACTIV EVERGREEN INC	PTVE	69526K105	1527508	2650	3222.0	P	01	LC	19659	57260	2020-09-17	E	ptve
36975	36975	COMPASS PATHWAYS PLC	CMPS	20451W101	1816590	2834	325412.0	P	90	LC	19821	57340	2020-09-18	E	cmps
36985	36985	ELUTIA INC	ELUT	05479K106	1708527	2836	325414.0	P	01	LC	19947	57426	2020-10-08	E	azyo
36989	36989	LAIRD SUPERFOOD INC	LSF	50736T102	1650696	2000	311.0	P	01	LC	19778	57304	2020-09-23	E	lsf
36995	36995	NUVEI CORP	NVEI	67079A102	1765159	7389	522320.0	P	01	LC	22222	58874	2021-10-06	2024-11-29	nvei
37013	37013	TAYSHA GENE THERPS INC	TSHA	877619106	1806310	2836	325414.0	P	01	LC	19847	57361	2020-09-24	E	tsha
37019	37019	MISSION PRODUCE INC	AVO	60510V108	1802974	5140	424480.0	P	01	LC	19946	57425	2020-10-01	E	avo
37023	37023	GOODRX HLDGS INC	GDRX	38246G108	1809519	7370	519290.0	P	01	LC	19679	57265	2020-09-23	E	gdrx
37032	37032	VIA OPTRONICS AG	VIAOY	91823Y109	1769116	3679	334419.0	P	90	LC	19795	57314	2020-09-25	E	viao
37054	37054	ACADEMY SPO AND OU INC	ASO	00402L107	1817358	5940	459110.0	P	01	LC	19945	57424	2020-10-02	E	aso
37061	37061	YALLA GROUP LIMITED	YALA	98459U103	1794350	7370	519290.0	P	90	LC	19743	57316	2020-10-01	E	yala
37061	37061	YALLA GROUP LIMITED	YALA	98459U103	1794350	7370	519290.0	C	90	LC	19743	57316	2020-09-30	2020-09-30	yala
37076	37076	BENTLEY SYSTEMS INC	BSY	08265T208	1031308	7370	518210.0	P	01	LC	19818	57336	2020-09-23	E	bsy
37079	37079	GLOBAL BUSINESS TRAVL GP INC	GBTG	37890B100	1820872	4700	561599.0	P	03	LC	20114	57400	2020-11-23	E	gbtg
37079	37079	GLOBAL BUSINESS TRAVL GP INC	GBTG	37890B100	1820872	4700	561599.0	P	03	LC	20114	57400	2020-11-23	E	gbtg-wt
37080	37080	EARGO INC	EAR	270087208	1719395	3842	339113.0	P	01	LC	19958	57436	2020-10-16	2024-02-29	ear
37085	37085	BOQII HOLDING LTD -ADR	BQ	09950L401	1815021	5961	459910.0	P	90	LC	19744	57298	2020-09-30	E	bq
37090	37090	CORSAIR GAMING INC	CRSR	22041X102	1743759	3570	33411.0	P	01	LC	19822	57341	2020-09-23	E	crsr
37101	37101	CHINDATA GROUP HOLD LTD -ADR	CD	16955F107	1807192	7374	518210.0	P	90	LC	19819	57338	2020-09-30	2023-12-29	cd
37106	37106	VELODYNE LIDAR INC	VLDR	92259F101	1745317	3812	334511.0	P	01	LC	18162	56547	2020-09-30	2023-02-28	vldr
37106	37106	VELODYNE LIDAR INC	VLDR	92259F101	1745317	3812	334511.0	P	01	LC	18162	56547	2020-09-30	2023-02-28	vldrw
37110	37110	SHATTUCK LABS INC	STTK	82024L103	1680367	2836	325414.0	P	01	LC	19994	57465	2020-10-09	E	sttk
37113	37113	STARRY GROUP HOLDINGS INC	STRYQ	85572U102	1884697	4899	517919.0	P	04	LC	22959	59242	2022-03-29	2022-12-14	stry
37113	37113	STARRY GROUP HOLDINGS INC	STRYQ	85572U102	1884697	4899	517919.0	P	04	LC	22959	59242	2022-03-29	2022-12-14	stry-wt
37113	37113	STARRY GROUP HOLDINGS INC	STRYQ	85572U102	1884697	4899	517919.0	P	04	LC	20083	57383	2020-11-27	2022-03-28	stry
37113	37113	STARRY GROUP HOLDINGS INC	STRYQ	85572U102	1884697	4899	517919.0	P	04	LC	20083	57383	2020-11-27	2022-03-28	stry-wt
37130	37130	THRYV HOLDINGS INC	THRY	886029206	1556739	2741	513140.0	P	01	LC	19996	57468	2020-10-01	E	thry
37134	37134	BIODESIX INC	BDSX	09075X108	1439725	8071	621511.0	P	01	LC	19948	57427	2020-10-28	E	bdsx
